id_factura,id_proveedor,monto_usd,area_interna,fecha,articulos
FAC-06412,PROV-0169,"5530,83",Legales,12/8/2025,SKU-9269
FAC-06413,PROV-0021,"14626,43",Legales,26/12/2025,SKU-1560
FAC-06418,PROV-0473,"3880,11",Legales,2/9/2025,SKU-4855
FAC-06419,PROV-0979,"9965,29",Legales,31/7/2025,SKU-7928
FAC-06423,PROV-0269,"4857,69",Legales,14/10/2025,SKU-7468
FAC-06425,PROV-0316,"10998,43",Legales,1/1/2025,SKU-5694
FAC-06437,PROV-0390,"9872,38",Legales,10/7/2025,SKU-1432
FAC-06445,PROV-0020,"10151,75",Legales,21/8/2025,SKU-6320
FAC-06457,PROV-0548,"6519,5",Legales,17/11/2025,SKU-4118
FAC-06462,PROV-0044,"1705,29",Legales,22/7/2025,SKU-8116
FAC-06463,PROV-0556,"5731,71",Legales,26/10/2025,SKU-8105
FAC-06468,PROV-0223,"6613,72",Legales,21/12/2025,SKU-1950
FAC-06487,PROV-0492,"11713,35",Legales,10/10/2025,SKU-2720
FAC-06500,PROV-0983,"12974,83",Legales,9/12/2025,SKU-8430
FAC-06503,PROV-0332,"11631,19",Legales,19/2/2025,SKU-5296
FAC-06506,PROV-0657,"2913,38",Legales,5/7/2025,SKU-1285
FAC-06518,PROV-0220,"8222,59",Legales,1/1/2025,SKU-5563
FAC-06526,PROV-0655,"2690,79",Legales,25/4/2025,SKU-4696
FAC-06528,PROV-0219,"556,99",Legales,30/8/2025,SKU-8777
FAC-06532,PROV-0461,"8738,44",Legales,30/11/2025,SKU-7175
FAC-06537,PROV-0224,"10276,77",Legales,21/6/2025,SKU-8895
FAC-06543,PROV-0981,"11434,87",Legales,25/2/2025,SKU-3079
FAC-06552,PROV-0051,"2469,84",Legales,30/3/2025,SKU-5479
FAC-06553,PROV-0700,"10320,53",Legales,3/3/2025,SKU-7435
FAC-06564,PROV-0323,"13459,52",Legales,16/6/2025,SKU-4431
FAC-06574,PROV-0047,"7239,45",Legales,14/3/2025,SKU-1207
FAC-06575,PROV-0113,"6629,93",Legales,18/5/2025,SKU-4168
FAC-06578,PROV-0042,"12930,93",Legales,6/10/2025,SKU-9390
FAC-06586,PROV-0565,"11643,15",Legales,15/4/2025,SKU-3646
FAC-06591,PROV-0143,"8461,45",Legales,22/11/2025,SKU-7054
FAC-06594,PROV-0933,"1911,36",Legales,29/10/2025,SKU-8815
FAC-06596,PROV-0864,"4049,61",Legales,23/11/2025,SKU-5977
FAC-06615,PROV-0937,"12699,5",Legales,14/6/2025,SKU-9865
FAC-06621,PROV-0276,"6278,22",Legales,21/3/2025,SKU-8736
FAC-06623,PROV-0347,"11102,38",Legales,1/5/2025,SKU-8581
FAC-06624,PROV-0152,"6117,03",Legales,5/8/2025,SKU-5309
FAC-06630,PROV-0918,"13502,8",Legales,9/6/2025,SKU-2163
FAC-06641,PROV-0518,"2517,43",Legales,12/2/2025,SKU-7009
FAC-06647,PROV-0142,"4149,19",Legales,8/5/2025,SKU-1965
FAC-06648,PROV-0721,"12462,16",Legales,27/2/2025,SKU-5226
FAC-06662,PROV-0922,"14624,3",Legales,31/1/2025,SKU-5930
FAC-06665,PROV-0275,"13118,06",Legales,11/8/2025,SKU-6216
FAC-06669,PROV-0294,"12577,79",Legales,31/8/2025,SKU-7399
FAC-06688,PROV-0079,"7890,26",Legales,14/3/2025,SKU-4948
FAC-06692,PROV-0928,"4769,97",Legales,17/4/2025,SKU-9591
FAC-06706,PROV-0102,"1720,89",Legales,13/3/2025,SKU-7368
FAC-06714,PROV-0227,"13027,85",Legales,9/12/2025,SKU-3001
FAC-06726,PROV-0399,"330,1",Legales,9/9/2025,SKU-9517
FAC-06729,PROV-0491,"10018,51",Legales,15/10/2025,SKU-8543
FAC-06746,PROV-0347,"12314,25",Legales,17/2/2025,SKU-1402
FAC-06753,PROV-0758,"5947,35",Legales,1/12/2025,SKU-7271
FAC-06759,PROV-0622,"4435,23",Legales,25/2/2025,SKU-8246
FAC-06760,PROV-0460,"4675,66",Legales,15/5/2025,SKU-3891
FAC-06766,PROV-0979,"1225,37",Legales,12/9/2025,SKU-1770
FAC-06767,PROV-0836,"5386,8",Legales,2/11/2025,SKU-7066
FAC-06791,PROV-0985,"10232,78",Legales,3/10/2025,SKU-3613
FAC-06802,PROV-0198,"2323,37",Legales,16/7/2025,SKU-1242
FAC-06803,PROV-0918,"4583,11",Legales,31/5/2025,SKU-4860
FAC-06810,PROV-0075,"10705,16",Legales,9/10/2025,SKU-8935
FAC-06812,PROV-0188,"14369,23",Legales,1/8/2025,SKU-9396
FAC-06817,PROV-0759,"5188,87",Legales,26/6/2025,SKU-6612
FAC-06820,PROV-0140,"1149,4",Legales,4/6/2025,SKU-5891
FAC-06823,PROV-0100,"11113,94",Legales,30/11/2025,SKU-6267
FAC-06824,PROV-0475,"3561,36",Legales,20/1/2025,SKU-3793
FAC-06831,PROV-0837,"2671,73",Legales,21/8/2025,SKU-4048
FAC-06835,PROV-0474,"7891,35",Legales,27/12/2025,SKU-4457
FAC-06842,PROV-0649,"8345,88",Legales,9/1/2025,SKU-8134
FAC-06843,PROV-0033,"4007,48",Legales,15/3/2025,SKU-9726
FAC-06850,PROV-0872,"1691,63",Legales,20/8/2025,SKU-6510
FAC-06861,PROV-0204,"14154,69",Legales,9/5/2025,SKU-4477
FAC-06862,PROV-0779,"4303,18",Legales,28/9/2025,SKU-2661
FAC-06870,PROV-0975,"12086,2",Legales,24/10/2025,SKU-2795
FAC-06876,PROV-0845,"13617,09",Legales,7/1/2025,SKU-7927
FAC-06878,PROV-0231,"2176,28",Legales,25/12/2025,SKU-2010
FAC-06885,PROV-0721,"7313,48",Legales,17/11/2025,SKU-1064
FAC-06888,PROV-0096,"2713,82",Legales,23/8/2025,SKU-8538
FAC-06927,PROV-0016,"12716,66",Legales,9/10/2025,SKU-3809
FAC-06934,PROV-0443,"4756,83",Legales,5/12/2025,SKU-4531
FAC-06936,PROV-0998,"563,19",Legales,10/1/2025,SKU-4397
FAC-06941,PROV-0615,"5895,32",Legales,10/3/2025,SKU-7243
FAC-06945,PROV-0099,"3643,55",Legales,29/5/2025,SKU-7661
FAC-06948,PROV-0060,"1447,46",Legales,18/3/2025,SKU-2099
FAC-06955,PROV-0332,"2789,59",Legales,15/8/2025,SKU-9478
FAC-06962,PROV-0954,"8918,85",Legales,15/1/2025,SKU-7887
FAC-06965,PROV-0753,"14612,48",Legales,25/1/2025,SKU-8949
FAC-06970,PROV-0356,"4174,56",Legales,16/11/2025,SKU-3703
FAC-06973,PROV-0975,"13366,71",Legales,14/5/2025,SKU-1439
FAC-06983,PROV-0506,"9076,86",Legales,30/8/2025,SKU-1354
FAC-06985,PROV-0054,"12336,55",Legales,19/7/2025,SKU-3442
FAC-06997,PROV-0155,"5017,07",Legales,25/3/2025,SKU-6539
FAC-07000,PROV-0741,"2671,04",Legales,30/8/2025,SKU-3864
FAC-07001,PROV-0841,"2526,96",Legales,10/7/2025,SKU-5992
FAC-07017,PROV-0600,"2838,15",Legales,16/12/2025,SKU-4503
FAC-07025,PROV-0530,"14958,7",Legales,5/6/2025,SKU-1993
FAC-07027,PROV-0781,"2435,42",Legales,3/6/2025,SKU-7248
FAC-07031,PROV-0065,"3710,12",Legales,25/3/2025,SKU-2620
FAC-07033,PROV-0490,"7644,58",Legales,10/3/2025,SKU-3179
FAC-07042,PROV-0938,"4167,35",Legales,18/9/2025,SKU-3525
FAC-07044,PROV-0933,"14320,16",Legales,26/3/2025,SKU-5805
FAC-07050,PROV-0462,"3375,94",Legales,16/6/2025,SKU-3453
FAC-07051,PROV-0151,"8068,96",Legales,11/10/2025,SKU-8581
FAC-07055,PROV-0580,"7886,72",Legales,9/4/2025,SKU-6699
FAC-07056,PROV-0052,"3417,84",Legales,26/4/2025,SKU-5253
FAC-07060,PROV-0256,"8539,68",Legales,8/6/2025,SKU-4491
FAC-07066,PROV-0328,"12795,05",Legales,12/11/2025,SKU-5104
FAC-07069,PROV-0173,"8026,74",Legales,15/9/2025,SKU-1974
FAC-07070,PROV-0846,"10840,92",Legales,19/3/2025,SKU-8707
FAC-07093,PROV-0132,"12698,71",Legales,18/4/2025,SKU-1811
FAC-07094,PROV-0198,"6187,99",Legales,19/9/2025,SKU-5223
FAC-07096,PROV-0265,"6490,35",Legales,27/10/2025,SKU-2084
FAC-07098,PROV-0930,"9765,02",Legales,3/4/2025,SKU-6370
FAC-07109,PROV-0495,"10161,97",Legales,23/12/2025,SKU-4899
FAC-07116,PROV-0783,"7354,27",Legales,16/11/2025,SKU-8999
FAC-07118,PROV-0516,"865,21",Legales,30/11/2025,SKU-5464
FAC-07127,PROV-0783,"2567,67",Legales,20/8/2025,SKU-8324
FAC-07128,PROV-0446,"13834,66",Legales,15/7/2025,SKU-8075
FAC-07135,PROV-0919,"9114,47",Legales,6/6/2025,SKU-9079
FAC-07139,PROV-0505,"12720,79",Legales,7/4/2025,SKU-5340
FAC-07141,PROV-0025,"14522,16",Legales,30/11/2025,SKU-1888
FAC-07145,PROV-0067,"7953,75",Legales,25/1/2025,SKU-2337
FAC-07149,PROV-0782,"6567,57",Legales,13/3/2025,SKU-8310
FAC-07158,PROV-0752,"8729,57",Legales,26/4/2025,SKU-2195
FAC-07160,PROV-0003,"11817,72",Legales,1/7/2025,SKU-5264
FAC-07166,PROV-0160,"12623,15",Legales,14/12/2025,SKU-7234
FAC-07199,PROV-0997,"10202,62",Legales,21/1/2025,SKU-4024
FAC-07202,PROV-0906,"3661,49",Legales,21/7/2025,SKU-4119
FAC-07204,PROV-0982,"11698,37",Legales,5/8/2025,SKU-2717
FAC-07205,PROV-0647,"14224,47",Legales,12/3/2025,SKU-9416
FAC-07224,PROV-0302,"3420,1",Legales,8/9/2025,SKU-1453
FAC-07232,PROV-0126,"1353,41",Legales,31/10/2025,SKU-6670
FAC-07234,PROV-0192,"12769,72",Legales,5/4/2025,SKU-7592
FAC-07235,PROV-0562,"4444,04",Legales,21/8/2025,SKU-7031
FAC-07238,PROV-0983,"3011,07",Legales,28/10/2025,SKU-8098
FAC-07241,PROV-0139,"14799,4",Legales,20/6/2025,SKU-6979
FAC-07248,PROV-0777,"9490,93",Legales,21/1/2025,SKU-9783
FAC-07256,PROV-0811,"14708,19",Legales,5/2/2025,SKU-8284
FAC-07258,PROV-0279,"11856,98",Legales,7/3/2025,SKU-4129
FAC-07261,PROV-0889,"2816,46",Legales,1/4/2025,SKU-8944
FAC-07274,PROV-0717,"4849,9",Legales,30/12/2025,SKU-5994
FAC-07282,PROV-0002,"9223,7",Legales,16/7/2025,SKU-3802
FAC-07307,PROV-0386,"8954,27",Legales,14/7/2025,SKU-8254
FAC-07321,PROV-0078,"11776,29",Legales,19/11/2025,SKU-8889
FAC-07322,PROV-0771,"3040,66",Legales,8/6/2025,SKU-5797
FAC-07333,PROV-0013,"9563,17",Legales,21/2/2025,SKU-5375
FAC-07334,PROV-0645,"5538,65",Legales,3/11/2025,SKU-5785
FAC-07346,PROV-0283,"14467,42",Legales,6/6/2025,SKU-4820
FAC-07348,PROV-0769,"12389,59",Legales,4/3/2025,SKU-7185
FAC-07350,PROV-0696,"5154,11",Legales,4/2/2025,SKU-5278
FAC-07353,PROV-0770,"7563,46",Legales,26/11/2025,SKU-9715
FAC-07360,PROV-0791,"14353,54",Legales,11/5/2025,SKU-7584
FAC-07362,PROV-0934,"7779,6",Legales,9/4/2025,SKU-7636
FAC-07366,PROV-0040,"12206,53",Legales,11/6/2025,SKU-4107
FAC-07372,PROV-0191,"1688,76",Legales,28/8/2025,SKU-8691
FAC-07374,PROV-0326,"6777,17",Legales,21/11/2025,SKU-5347
FAC-07377,PROV-0043,"3185,84",Legales,28/8/2025,SKU-9427
FAC-07378,PROV-0874,"4471,87",Legales,16/2/2025,SKU-8751
FAC-07395,PROV-0143,"1623,69",Legales,28/2/2025,SKU-7453
FAC-07402,PROV-0545,12710,Legales,10/5/2025,SKU-7713
FAC-07410,PROV-0783,"11373,84",Legales,13/8/2025,SKU-5190
FAC-07414,PROV-0938,"3213,14",Legales,5/2/2025,SKU-3721
FAC-07416,PROV-0473,"7632,85",Legales,16/7/2025,SKU-4062
FAC-07424,PROV-0573,"13469,29",Legales,13/6/2025,SKU-4600
FAC-07428,PROV-0340,"3820,6",Legales,20/2/2025,SKU-8541
FAC-07431,PROV-0867,"803,6",Legales,19/10/2025,SKU-4282
FAC-07436,PROV-0936,"13830,6",Legales,31/5/2025,SKU-9995
FAC-07437,PROV-0766,"9423,35",Legales,2/9/2025,SKU-7179
FAC-07451,PROV-0330,"3276,76",Legales,15/7/2025,SKU-5862
FAC-07456,PROV-0782,"5237,41",Legales,20/4/2025,SKU-8397
FAC-07463,PROV-0292,"11974,32",Legales,5/11/2025,SKU-1621
FAC-07480,PROV-0694,"8869,69",Legales,15/11/2025,SKU-9614
FAC-07484,PROV-0790,"11251,86",Legales,11/7/2025,SKU-3769
FAC-07488,PROV-0472,"5244,87",Legales,5/11/2025,SKU-2250
FAC-07489,PROV-0049,"11961,22",Legales,14/10/2025,SKU-7335
FAC-07490,PROV-0473,"11459,29",Legales,10/4/2025,SKU-8113
FAC-07497,PROV-0824,"9317,95",Legales,16/2/2025,SKU-4137
FAC-07505,PROV-0667,"8331,5",Legales,24/6/2025,SKU-8347
FAC-07524,PROV-0871,"426,59",Legales,19/6/2025,SKU-5580
FAC-07525,PROV-0532,"8757,65",Legales,27/5/2025,SKU-7425
FAC-07535,PROV-0229,"10261,11",Legales,18/9/2025,SKU-9693
FAC-07552,PROV-0799,"11284,32",Legales,22/3/2025,SKU-2607
FAC-07553,PROV-0422,"14688,97",Legales,29/6/2025,SKU-4399
FAC-07555,PROV-0690,"13987,84",Legales,21/7/2025,SKU-7908
FAC-07562,PROV-0514,"9511,85",Legales,8/2/2025,SKU-5040
FAC-07570,PROV-0650,"8014,88",Legales,11/10/2025,SKU-5045
FAC-07588,PROV-0504,"12059,77",Legales,5/5/2025,SKU-6248
FAC-07595,PROV-0948,"2594,57",Legales,22/2/2025,SKU-4102
FAC-07622,PROV-0057,"7327,66",Legales,16/3/2025,SKU-3250
FAC-07624,PROV-0077,"6399,59",Legales,15/10/2025,SKU-6878
FAC-07637,PROV-0187,"1848,95",Legales,7/3/2025,SKU-3553
FAC-07640,PROV-0225,"12137,95",Legales,10/8/2025,SKU-3940
FAC-07651,PROV-0626,"10481,69",Legales,9/12/2025,SKU-3251
FAC-07657,PROV-0233,"12478,16",Legales,24/6/2025,SKU-9508
FAC-07661,PROV-0276,"5672,97",Legales,19/4/2025,SKU-9453
FAC-07662,PROV-0132,"7807,16",Legales,22/7/2025,SKU-4182
FAC-07672,PROV-0648,"7319,12",Legales,28/12/2025,SKU-7595
FAC-07673,PROV-0361,"7056,01",Legales,28/1/2025,SKU-3985
FAC-07685,PROV-0340,"5549,71",Legales,26/12/2025,SKU-9438
FAC-07687,PROV-0428,"13250,64",Legales,3/4/2025,SKU-8163
FAC-07691,PROV-0667,"12788,42",Legales,21/4/2025,SKU-1861
FAC-07699,PROV-0353,"13954,4",Legales,27/4/2025,SKU-5487
FAC-07724,PROV-0855,"12442,48",Legales,22/8/2025,SKU-8247
FAC-07731,PROV-0556,"11317,3",Legales,25/3/2025,SKU-9380
FAC-07734,PROV-0608,"14356,79",Legales,27/12/2025,SKU-4059
FAC-07740,PROV-0271,"13454,38",Legales,6/11/2025,SKU-3418
FAC-07743,PROV-0984,"12221,26",Legales,4/11/2025,SKU-6260
FAC-07762,PROV-0600,"10586,53",Legales,21/5/2025,SKU-8899
FAC-07764,PROV-0235,"9205,78",Legales,20/11/2025,SKU-7634
FAC-07774,PROV-0791,"6234,05",Legales,9/7/2025,SKU-7368
FAC-07777,PROV-0303,"7726,84",Legales,2/10/2025,SKU-3430
FAC-07784,PROV-0282,"293,52",Legales,8/7/2025,SKU-2407
FAC-07785,PROV-0661,"1551,97",Legales,3/9/2025,SKU-2633
FAC-07787,PROV-0066,"4449,92",Legales,4/8/2025,SKU-1059
FAC-07789,PROV-0392,"8070,14",Legales,31/10/2025,SKU-1194
FAC-07798,PROV-0208,"9613,18",Legales,15/7/2025,SKU-1879
FAC-07799,PROV-0808,"5914,21",Legales,15/4/2025,SKU-6914
FAC-07809,PROV-0869,"6880,39",Legales,15/10/2025,SKU-5321
FAC-07811,PROV-0087,"8983,22",Legales,6/10/2025,SKU-6151
FAC-07816,PROV-0834,"4714,95",Legales,26/7/2025,SKU-2859
FAC-07817,PROV-0209,"13568,7",Legales,14/1/2025,SKU-7571
FAC-07823,PROV-0825,"6202,49",Legales,21/12/2025,SKU-3889
FAC-07825,PROV-0107,"9207,57",Legales,27/9/2025,SKU-8282
FAC-07835,PROV-0375,"5201,13",Legales,1/12/2025,SKU-7215
FAC-07839,PROV-0373,"3505,73",Legales,26/9/2025,SKU-8368
FAC-07843,PROV-0660,"307,26",Legales,4/12/2025,SKU-4933
FAC-07844,PROV-0824,"3241,04",Legales,7/9/2025,SKU-6265
FAC-07850,PROV-0092,"13272,27",Legales,7/3/2025,SKU-7087
FAC-07855,PROV-0471,"6637,25",Legales,25/2/2025,SKU-2916
FAC-07857,PROV-0557,"14969,91",Legales,3/2/2025,SKU-7052
FAC-07861,PROV-0231,"12984,94",Legales,7/10/2025,SKU-4503
FAC-07870,PROV-0259,"2369,04",Legales,7/10/2025,SKU-1815
FAC-07877,PROV-0324,"3632,44",Legales,6/11/2025,SKU-7101
FAC-07893,PROV-0283,"10417,62",Legales,22/6/2025,SKU-1014
FAC-07895,PROV-0001,"7985,5",Legales,24/6/2025,SKU-5797
FAC-07900,PROV-0890,"2753,51",Legales,2/5/2025,SKU-8780
FAC-07902,PROV-0411,"484,48",Legales,23/6/2025,SKU-2925
FAC-07909,PROV-0131,"4054,41",Legales,7/7/2025,SKU-7488
FAC-07914,PROV-0439,"6059,42",Legales,24/3/2025,SKU-1412
FAC-07921,PROV-0348,"2285,83",Legales,1/8/2025,SKU-7759
FAC-07923,PROV-0657,"5756,17",Legales,27/8/2025,SKU-9429
FAC-07936,PROV-0330,"5126,8",Legales,14/8/2025,SKU-7652
FAC-07944,PROV-0053,"11737,69",Legales,14/6/2025,SKU-6600
FAC-07956,PROV-0214,"340,59",Legales,24/5/2025,SKU-3698
FAC-07957,PROV-0093,"3632,78",Legales,8/2/2025,SKU-4829
FAC-07963,PROV-0969,"12357,9",Legales,8/8/2025,SKU-7704
FAC-07964,PROV-0217,"12519,78",Legales,28/2/2025,SKU-1574
FAC-07970,PROV-0907,"5818,37",Legales,7/7/2025,SKU-1763
FAC-07971,PROV-0300,"3967,6",Legales,19/1/2025,SKU-7511
FAC-07974,PROV-0883,"9058,21",Legales,5/6/2025,SKU-6814
FAC-07980,PROV-0616,"5678,85",Legales,18/11/2025,SKU-6388
FAC-07984,PROV-0126,"633,56",Legales,20/9/2025,SKU-4585
FAC-07985,PROV-0442,"4672,07",Legales,28/10/2025,SKU-2535
FAC-07988,PROV-0915,"3237,31",Legales,8/5/2025,SKU-7977
FAC-07992,PROV-0241,"1086,94",Legales,18/3/2025,SKU-5856
FAC-07998,PROV-0006,"5953,69",Legales,19/10/2025,SKU-5283
FAC-08016,PROV-0951,"967,77",Legales,11/10/2025,SKU-5487
FAC-08022,PROV-0057,"10347,22",Legales,16/3/2025,SKU-9736
FAC-08031,PROV-0762,"2225,12",Legales,11/3/2025,SKU-5975
FAC-08033,PROV-0714,"4075,54",Legales,9/7/2025,SKU-7443
FAC-08034,PROV-0860,"3615,28",Legales,2/12/2025,SKU-8473
FAC-08040,PROV-0244,"10479,36",Legales,12/7/2025,SKU-6254
FAC-08043,PROV-0958,"12730,07",Legales,22/11/2025,SKU-8567
FAC-08051,PROV-0090,"8418,65",Legales,25/3/2025,SKU-2589
FAC-08056,PROV-0553,"6025,62",Legales,15/5/2025,SKU-9406
FAC-08064,PROV-0081,"6096,23",Legales,10/6/2025,SKU-3041
FAC-08069,PROV-0137,"13254,38",Legales,22/5/2025,SKU-1796
FAC-08075,PROV-0825,"926,73",Legales,4/11/2025,SKU-3780
FAC-08084,PROV-0556,"4202,37",Legales,11/12/2025,SKU-3045
FAC-08086,PROV-0612,"734,16",Legales,16/6/2025,SKU-6696
FAC-08092,PROV-0580,"12667,24",Legales,10/9/2025,SKU-5327
FAC-08093,PROV-0373,"3898,24",Legales,18/5/2025,SKU-8466
FAC-08096,PROV-0511,"12204,62",Legales,9/11/2025,SKU-9136
FAC-08107,PROV-0050,"7685,77",Legales,24/2/2025,SKU-5439
FAC-08114,PROV-0375,"5695,43",Legales,30/5/2025,SKU-7186
FAC-08125,PROV-0617,"6433,07",Legales,19/8/2025,SKU-7750
FAC-08130,PROV-0059,"8038,16",Legales,22/2/2025,SKU-3183
FAC-08140,PROV-0055,"11741,35",Legales,23/1/2025,SKU-9579
FAC-08148,PROV-0880,"12643,96",Legales,26/7/2025,SKU-3557
FAC-08149,PROV-0606,"5648,12",Legales,18/5/2025,SKU-6521
FAC-08151,PROV-0743,"1841,47",Legales,9/3/2025,SKU-2339
FAC-08153,PROV-0243,"6280,58",Legales,24/2/2025,SKU-1986
FAC-08154,PROV-0496,"2922,64",Legales,27/5/2025,SKU-2885
FAC-08166,PROV-0904,"8994,24",Legales,4/11/2025,SKU-2553
FAC-08168,PROV-0991,"2051,3",Legales,26/9/2025,SKU-3141
FAC-08170,PROV-0591,"13770,06",Legales,20/7/2025,SKU-8443
FAC-08172,PROV-0989,"2822,25",Legales,2/6/2025,SKU-1186
FAC-08178,PROV-0599,"466,65",Legales,7/10/2025,SKU-9097
FAC-08179,PROV-0068,"13281,19",Legales,23/11/2025,SKU-7159
FAC-08181,PROV-0789,"1554,59",Legales,1/7/2025,SKU-9408
FAC-08184,PROV-0419,"5731,34",Legales,27/6/2025,SKU-8107
FAC-08185,PROV-0482,"12360,45",Legales,25/12/2025,SKU-7066
FAC-08189,PROV-0521,"9282,76",Legales,18/5/2025,SKU-3024
FAC-08192,PROV-0500,"8265,3",Legales,11/10/2025,SKU-6670
FAC-08198,PROV-0388,"6883,73",Legales,12/8/2025,SKU-9578
FAC-08199,PROV-0514,"14555,42",Legales,3/6/2025,SKU-9923
FAC-08203,PROV-0675,"14928,63",Legales,31/1/2025,SKU-4599
FAC-08210,PROV-0146,"2535,74",Legales,2/9/2025,SKU-4733
FAC-08216,PROV-0076,"11591,28",Legales,23/1/2025,SKU-4948
FAC-08218,PROV-0321,"3209,8",Legales,18/1/2025,SKU-9515
FAC-08220,PROV-0701,"7397,09",Legales,25/5/2025,SKU-9913
FAC-08223,PROV-0363,"14103,14",Legales,25/3/2025,SKU-2235
FAC-08224,PROV-0435,"11869,52",Legales,19/6/2025,SKU-6988
FAC-08240,PROV-0235,"12842,77",Legales,7/11/2025,SKU-1384
FAC-08241,PROV-0561,"12858,19",Legales,23/6/2025,SKU-8702
FAC-08242,PROV-0271,"4299,37",Legales,24/10/2025,SKU-2844
FAC-08252,PROV-0231,"13388,61",Legales,22/2/2025,SKU-2157
FAC-08258,PROV-0793,"8200,23",Legales,31/12/2025,SKU-3865
FAC-08273,PROV-0111,"14174,32",Legales,19/1/2025,SKU-5219
FAC-08279,PROV-0255,"9173,54",Legales,3/5/2025,SKU-7692
FAC-08283,PROV-0808,"3401,58",Legales,15/9/2025,SKU-5170
FAC-08287,PROV-0180,"1654,48",Legales,2/2/2025,SKU-8239
FAC-08304,PROV-0766,"7553,15",Legales,23/9/2025,SKU-3904
FAC-08306,PROV-0927,"12074,95",Legales,11/9/2025,SKU-6600
FAC-08307,PROV-0941,"2309,81",Legales,18/3/2025,SKU-4422
FAC-08316,PROV-0993,"13079,2",Legales,16/6/2025,SKU-3272
FAC-08317,PROV-0620,"5074,99",Legales,8/11/2025,SKU-3374
FAC-08319,PROV-0633,"6496,57",Legales,19/6/2025,SKU-4148
FAC-08322,PROV-0670,"3250,52",Legales,26/4/2025,SKU-3194
FAC-08327,PROV-0614,"2271,44",Legales,28/9/2025,SKU-8339
FAC-08365,PROV-0592,"3477,75",Legales,5/12/2025,SKU-5832
FAC-08368,PROV-0954,"12122,92",Legales,29/10/2025,SKU-6363
FAC-08373,PROV-0985,"9763,14",Legales,17/3/2025,SKU-8736
FAC-08381,PROV-0013,"3726,3",Legales,7/7/2025,SKU-2035
FAC-08391,PROV-0163,"2243,39",Legales,10/10/2025,SKU-6105
FAC-08396,PROV-0097,"10819,31",Legales,10/9/2025,SKU-7033
FAC-08399,PROV-0444,"6483,11",Legales,20/6/2025,SKU-6169
FAC-08404,PROV-0615,"8154,73",Legales,20/6/2025,SKU-5078
FAC-08406,PROV-0427,"6216,82",Legales,3/1/2025,SKU-6316
FAC-08409,PROV-0272,"8410,17",Legales,17/9/2025,SKU-7575
FAC-08418,PROV-0282,"12084,32",Legales,23/10/2025,SKU-1577
FAC-08422,PROV-0866,"11328,32",Legales,4/10/2025,SKU-2660
FAC-08430,PROV-0721,"14348,51",Legales,29/7/2025,SKU-1391
FAC-08436,PROV-0111,"9478,67",Legales,27/6/2025,SKU-1024
FAC-08438,PROV-0495,"14403,33",Legales,2/12/2025,SKU-4210
FAC-08440,PROV-0768,"7073,53",Legales,21/4/2025,SKU-4621
FAC-08451,PROV-0532,"4715,22",Legales,30/8/2025,SKU-3302
FAC-08473,PROV-0773,"3392,92",Legales,13/7/2025,SKU-5027
FAC-08474,PROV-0243,"2356,29",Legales,1/4/2025,SKU-1113
FAC-08481,PROV-0060,"7268,68",Legales,29/6/2025,SKU-3336
FAC-08487,PROV-0003,"7803,75",Legales,11/1/2025,SKU-6102
FAC-08490,PROV-0408,"8887,64",Legales,15/5/2025,SKU-9926
FAC-08495,PROV-0401,"4737,11",Legales,4/8/2025,SKU-4158
FAC-08503,PROV-0699,"12340,39",Legales,1/2/2025,SKU-9348
FAC-08512,PROV-0398,"14097,19",Legales,14/1/2025,SKU-1511
FAC-08514,PROV-0163,"14561,28",Legales,23/8/2025,SKU-7760
FAC-08523,PROV-0932,"2090,38",Legales,23/10/2025,SKU-1757
FAC-08530,PROV-0207,"10253,51",Legales,2/4/2025,SKU-9000
FAC-08545,PROV-0837,"6841,71",Legales,29/8/2025,SKU-2496
FAC-08547,PROV-0166,"2997,63",Legales,5/10/2025,SKU-3821
FAC-08548,PROV-0307,"11457,48",Legales,10/11/2025,SKU-5863
FAC-08568,PROV-0585,"7042,5",Legales,3/8/2025,SKU-9037
FAC-08575,PROV-0700,"855,08",Legales,9/9/2025,SKU-4105
FAC-08577,PROV-0013,"12362,81",Legales,13/10/2025,SKU-7496
FAC-08584,PROV-0590,"8120,64",Legales,19/12/2025,SKU-1048
FAC-08585,PROV-0182,"13187,53",Legales,21/8/2025,SKU-2338
FAC-08590,PROV-0209,"1563,2",Legales,27/12/2025,SKU-8802
FAC-08591,PROV-0893,"11183,15",Legales,26/2/2025,SKU-9196
FAC-08592,PROV-0731,"348,19",Legales,10/11/2025,SKU-9812
FAC-08593,PROV-0029,"1574,47",Legales,18/10/2025,SKU-1064
FAC-08594,PROV-0203,"5172,71",Legales,24/6/2025,SKU-2756
FAC-08599,PROV-0703,"7933,89",Legales,29/6/2025,SKU-8771
FAC-08607,PROV-0143,"6266,98",Legales,19/12/2025,SKU-3046
FAC-08617,PROV-0068,"8313,91",Legales,30/5/2025,SKU-6658
FAC-08627,PROV-0143,"1495,29",Legales,21/8/2025,SKU-6834
FAC-08628,PROV-0177,"11327,59",Legales,12/5/2025,SKU-4682
FAC-08635,PROV-0795,"9567,98",Legales,22/12/2025,SKU-9404
FAC-08636,PROV-0532,"4240,24",Legales,11/3/2025,SKU-4576
FAC-08640,PROV-0702,"8098,9",Legales,15/7/2025,SKU-1864
FAC-08645,PROV-0398,"2760,73",Legales,10/4/2025,SKU-3463
