id_proveedor,cuit,nombre,provincia,rubro
PROV-0741,30-59033507-4,Empresa PROV-0741,Buenos Aires,Mantenimiento
PROV-0742,30-81947316-2,Empresa PROV-0742,Buenos Aires,Hardware
PROV-0743,30-53955828-5,Empresa PROV-0743,CABA,Librería
PROV-0744,30-61507222-9,Empresa PROV-0744,Córdoba,Catering
PROV-0745,30-75075046-4,Empresa PROV-0745,Mendoza,Librería
PROV-0746,30-27615268-9,Empresa PROV-0746,Córdoba,Consultoría
PROV-0747,30-65111850-0,Empresa PROV-0747,CABA,Librería
PROV-0748,30-18873734-3,Empresa PROV-0748,Santa Fe,Hardware
PROV-0749,30-57540748-2,Empresa PROV-0749,Neuquén,Mantenimiento
PROV-0750,30-94188577-6,Empresa PROV-0750,Santa Fe,Consultoría
PROV-0751,30-71431722-3,Empresa PROV-0751,Neuquén,Consultoría
PROV-0752,30-75606238-3,Empresa PROV-0752,Mendoza,Limpieza
PROV-0753,30-13136591-0,Empresa PROV-0753,Buenos Aires,Limpieza
PROV-0754,30-24473352-5,Empresa PROV-0754,Neuquén,Limpieza
PROV-0755,30-93115351-0,Empresa PROV-0755,Neuquén,Librería
PROV-0756,30-72842999-2,Empresa PROV-0756,Santa Fe,Hardware
PROV-0757,30-59529581-2,Empresa PROV-0757,CABA,Catering
PROV-0758,30-41284196-5,Empresa PROV-0758,Córdoba,Consultoría
PROV-0759,30-86118538-2,Empresa PROV-0759,CABA,Librería
PROV-0760,30-57256818-3,Empresa PROV-0760,Santa Fe,Librería
PROV-0761,30-91695863-0,Empresa PROV-0761,Santa Fe,Catering
PROV-0762,30-94572446-8,Empresa PROV-0762,Mendoza,Librería
PROV-0763,30-83268965-5,Empresa PROV-0763,Santa Fe,Consultoría
PROV-0764,30-14533784-5,Empresa PROV-0764,CABA,Hardware
PROV-0765,30-47228791-9,Empresa PROV-0765,Córdoba,Limpieza
PROV-0766,30-86774058-4,Empresa PROV-0766,Neuquén,Mantenimiento
PROV-0767,30-80755234-0,Empresa PROV-0767,Buenos Aires,Mantenimiento
PROV-0768,30-72027082-8,Empresa PROV-0768,CABA,Consultoría
PROV-0769,30-63035195-8,Empresa PROV-0769,CABA,Mantenimiento
PROV-0770,30-87753181-8,Empresa PROV-0770,Buenos Aires,Librería
PROV-0771,30-97129139-0,Empresa PROV-0771,Buenos Aires,Limpieza
PROV-0772,30-99212765-1,Empresa PROV-0772,Córdoba,Catering
PROV-0773,30-24412608-2,Empresa PROV-0773,Neuquén,Hardware
PROV-0774,30-74985031-0,Empresa PROV-0774,Neuquén,Librería
PROV-0775,30-35057110-9,Empresa PROV-0775,Neuquén,Librería
PROV-0776,30-44623431-4,Empresa PROV-0776,Santa Fe,Limpieza
PROV-0777,30-97627133-3,Empresa PROV-0777,Buenos Aires,Hardware
PROV-0778,30-82951783-3,Empresa PROV-0778,CABA,Consultoría
PROV-0779,30-15714876-6,Empresa PROV-0779,Mendoza,Limpieza
PROV-0780,30-47046902-3,Empresa PROV-0780,Buenos Aires,Librería
PROV-0781,30-68801106-9,Empresa PROV-0781,Córdoba,Hardware
PROV-0782,30-38117712-2,Empresa PROV-0782,Córdoba,Hardware
PROV-0783,30-51940218-9,Empresa PROV-0783,Santa Fe,Mantenimiento
PROV-0784,30-86950961-4,Empresa PROV-0784,Buenos Aires,Hardware
PROV-0785,30-85171620-0,Empresa PROV-0785,CABA,Hardware
PROV-0786,30-22304970-8,Empresa PROV-0786,Mendoza,Librería
PROV-0787,30-29041776-1,Empresa PROV-0787,Neuquén,Mantenimiento
PROV-0788,30-91331412-3,Empresa PROV-0788,Neuquén,Hardware
PROV-0789,30-79595507-8,Empresa PROV-0789,Neuquén,Catering
PROV-0790,30-37808910-6,Empresa PROV-0790,CABA,Limpieza
PROV-0791,30-41507625-9,Empresa PROV-0791,CABA,Hardware
PROV-0792,30-91479686-7,Empresa PROV-0792,Neuquén,Librería
PROV-0793,30-95553226-1,Empresa PROV-0793,Santa Fe,Hardware
PROV-0794,30-22171958-5,Empresa PROV-0794,Santa Fe,Limpieza
PROV-0795,30-69765582-1,Empresa PROV-0795,Santa Fe,Librería
PROV-0796,30-38527420-4,Empresa PROV-0796,Córdoba,Mantenimiento
PROV-0797,30-17843668-0,Empresa PROV-0797,Mendoza,Consultoría
PROV-0798,30-29177640-3,Empresa PROV-0798,CABA,Catering
PROV-0799,30-13617806-5,Empresa PROV-0799,Córdoba,Librería
PROV-0800,30-26049347-2,Empresa PROV-0800,Buenos Aires,Consultoría
PROV-0801,30-63663736-5,Empresa PROV-0801,Mendoza,Hardware
PROV-0802,30-35331392-2,Empresa PROV-0802,CABA,Limpieza
PROV-0803,30-18005538-7,Empresa PROV-0803,Córdoba,Librería
PROV-0804,30-82492131-4,Empresa PROV-0804,CABA,Mantenimiento
PROV-0805,30-19831098-6,Empresa PROV-0805,Santa Fe,Hardware
PROV-0806,30-97862438-2,Empresa PROV-0806,Neuquén,Hardware
PROV-0807,30-72355528-2,Empresa PROV-0807,Neuquén,Librería
PROV-0808,30-48745626-1,Empresa PROV-0808,Santa Fe,Hardware
PROV-0809,30-24535409-3,Empresa PROV-0809,Córdoba,Catering
PROV-0810,30-81111013-6,Empresa PROV-0810,Neuquén,Catering
PROV-0811,30-96917842-2,Empresa PROV-0811,Neuquén,Catering
PROV-0812,30-27784317-7,Empresa PROV-0812,CABA,Catering
PROV-0813,30-56192785-9,Empresa PROV-0813,Santa Fe,Consultoría
PROV-0814,30-93057846-5,Empresa PROV-0814,Córdoba,Mantenimiento
PROV-0815,30-38225500-3,Empresa PROV-0815,CABA,Consultoría
PROV-0816,30-33980611-1,Empresa PROV-0816,Mendoza,Consultoría
PROV-0817,30-87730221-6,Empresa PROV-0817,Mendoza,Mantenimiento
PROV-0818,30-32707887-8,Empresa PROV-0818,Buenos Aires,Limpieza
PROV-0819,30-91089573-9,Empresa PROV-0819,Santa Fe,Mantenimiento
PROV-0820,30-79427915-3,Empresa PROV-0820,Mendoza,Librería
PROV-0821,30-91941172-3,Empresa PROV-0821,Neuquén,Catering
PROV-0822,30-42057819-9,Empresa PROV-0822,Buenos Aires,Catering
PROV-0823,30-86389106-9,Empresa PROV-0823,Santa Fe,Librería
PROV-0824,30-13410260-2,Empresa PROV-0824,Santa Fe,Consultoría
PROV-0825,30-82430385-8,Empresa PROV-0825,Santa Fe,Librería
PROV-0826,30-43456987-0,Empresa PROV-0826,Córdoba,Mantenimiento
PROV-0827,30-92323337-9,Empresa PROV-0827,Neuquén,Consultoría
PROV-0828,30-79016600-6,Empresa PROV-0828,Buenos Aires,Consultoría
PROV-0829,30-15105579-2,Empresa PROV-0829,Mendoza,Catering
PROV-0830,30-54313949-6,Empresa PROV-0830,Neuquén,Hardware
PROV-0831,30-31764562-1,Empresa PROV-0831,Buenos Aires,Mantenimiento
PROV-0832,30-87821738-4,Empresa PROV-0832,Buenos Aires,Limpieza
PROV-0833,30-87175500-7,Empresa PROV-0833,Mendoza,Librería
PROV-0834,30-16305962-2,Empresa PROV-0834,Santa Fe,Mantenimiento
PROV-0835,30-99882980-6,Empresa PROV-0835,Córdoba,Consultoría
PROV-0836,30-29542087-4,Empresa PROV-0836,Buenos Aires,Mantenimiento
PROV-0837,30-64178373-5,Empresa PROV-0837,Buenos Aires,Librería
PROV-0838,30-65516226-9,Empresa PROV-0838,Mendoza,Catering
PROV-0839,30-44310770-0,Empresa PROV-0839,Santa Fe,Mantenimiento
PROV-0840,30-98623419-7,Empresa PROV-0840,Córdoba,Consultoría
PROV-0841,30-20691608-0,Empresa PROV-0841,Mendoza,Consultoría
PROV-0842,30-53253884-9,Empresa PROV-0842,Córdoba,Limpieza
PROV-0843,30-54770679-7,Empresa PROV-0843,Córdoba,Limpieza
PROV-0844,30-93828996-2,Empresa PROV-0844,Córdoba,Catering
PROV-0845,30-77063254-5,Empresa PROV-0845,Neuquén,Catering
PROV-0846,30-64704228-5,Empresa PROV-0846,Santa Fe,Mantenimiento
PROV-0847,30-20315214-3,Empresa PROV-0847,CABA,Librería
PROV-0848,30-90070332-5,Empresa PROV-0848,Buenos Aires,Consultoría
PROV-0849,30-92757475-6,Empresa PROV-0849,Mendoza,Mantenimiento
PROV-0850,30-64011805-8,Empresa PROV-0850,Neuquén,Catering
PROV-0851,30-20105707-6,Empresa PROV-0851,Neuquén,Catering
PROV-0852,30-73959139-2,Empresa PROV-0852,Córdoba,Librería
PROV-0853,30-46720876-2,Empresa PROV-0853,Santa Fe,Catering
PROV-0854,30-29916500-7,Empresa PROV-0854,Santa Fe,Catering
PROV-0855,30-78006178-0,Empresa PROV-0855,Córdoba,Limpieza
PROV-0856,30-95857931-8,Empresa PROV-0856,Santa Fe,Librería
PROV-0857,30-66553431-3,Empresa PROV-0857,Neuquén,Mantenimiento
PROV-0858,30-65642934-4,Empresa PROV-0858,Santa Fe,Limpieza
PROV-0859,30-62175204-2,Empresa PROV-0859,Santa Fe,Consultoría
PROV-0860,30-21567937-1,Empresa PROV-0860,Santa Fe,Consultoría
PROV-0861,30-81207209-9,Empresa PROV-0861,Neuquén,Librería
PROV-0862,30-80385964-1,Empresa PROV-0862,Mendoza,Mantenimiento
PROV-0863,30-78309642-7,Empresa PROV-0863,Córdoba,Consultoría
PROV-0864,30-56216938-2,Empresa PROV-0864,Neuquén,Consultoría
PROV-0865,30-76438065-3,Empresa PROV-0865,Mendoza,Consultoría
PROV-0866,30-27440220-9,Empresa PROV-0866,CABA,Mantenimiento
PROV-0867,30-39227265-8,Empresa PROV-0867,Mendoza,Catering
PROV-0868,30-51395897-1,Empresa PROV-0868,Córdoba,Limpieza
PROV-0869,30-48299897-1,Empresa PROV-0869,Córdoba,Librería
PROV-0870,30-25789157-8,Empresa PROV-0870,Buenos Aires,Catering
PROV-0871,30-54071129-1,Empresa PROV-0871,Neuquén,Catering
PROV-0872,30-64142102-9,Empresa PROV-0872,Buenos Aires,Limpieza
PROV-0873,30-97598066-6,Empresa PROV-0873,Neuquén,Catering
PROV-0874,30-27799195-3,Empresa PROV-0874,Santa Fe,Mantenimiento
PROV-0875,30-67576613-0,Empresa PROV-0875,Buenos Aires,Librería
PROV-0876,30-62977874-9,Empresa PROV-0876,Santa Fe,Mantenimiento
PROV-0877,30-17407940-0,Empresa PROV-0877,Santa Fe,Limpieza
PROV-0878,30-35557111-0,Empresa PROV-0878,Córdoba,Mantenimiento
PROV-0879,30-33562826-6,Empresa PROV-0879,Mendoza,Hardware
PROV-0880,30-81887693-3,Empresa PROV-0880,CABA,Catering
PROV-0881,30-46516584-1,Empresa PROV-0881,Mendoza,Consultoría
PROV-0882,30-72343860-3,Empresa PROV-0882,Santa Fe,Hardware
PROV-0883,30-27093262-6,Empresa PROV-0883,Buenos Aires,Hardware
PROV-0884,30-97852975-6,Empresa PROV-0884,CABA,Librería
PROV-0885,30-23960012-9,Empresa PROV-0885,Córdoba,Consultoría
PROV-0886,30-33755701-5,Empresa PROV-0886,Buenos Aires,Hardware
PROV-0887,30-16596310-4,Empresa PROV-0887,Neuquén,Mantenimiento
PROV-0888,30-91362511-5,Empresa PROV-0888,Neuquén,Consultoría
PROV-0889,30-83705345-9,Empresa PROV-0889,Santa Fe,Consultoría
PROV-0890,30-25063435-0,Empresa PROV-0890,CABA,Hardware
PROV-0891,30-90644379-0,Empresa PROV-0891,CABA,Hardware
PROV-0892,30-12177910-1,Empresa PROV-0892,Neuquén,Limpieza
PROV-0893,30-43966751-4,Empresa PROV-0893,Santa Fe,Consultoría
PROV-0894,30-37543260-5,Empresa PROV-0894,Córdoba,Mantenimiento
PROV-0895,30-74061166-6,Empresa PROV-0895,Neuquén,Hardware
PROV-0896,30-44557270-6,Empresa PROV-0896,Santa Fe,Hardware
PROV-0897,30-82645905-1,Empresa PROV-0897,Mendoza,Librería
PROV-0898,30-36717785-3,Empresa PROV-0898,CABA,Consultoría
PROV-0899,30-54559735-5,Empresa PROV-0899,Córdoba,Limpieza
PROV-0900,30-47126571-3,Empresa PROV-0900,CABA,Consultoría
PROV-0901,30-98952272-7,Empresa PROV-0901,Córdoba,Limpieza
PROV-0902,30-79713268-5,Empresa PROV-0902,Santa Fe,Mantenimiento
PROV-0903,30-24209828-2,Empresa PROV-0903,Mendoza,Hardware
PROV-0904,30-82637118-2,Empresa PROV-0904,Buenos Aires,Catering
PROV-0905,30-41385305-6,Empresa PROV-0905,Mendoza,Hardware
PROV-0906,30-77269341-7,Empresa PROV-0906,Córdoba,Consultoría
PROV-0907,30-39691010-9,Empresa PROV-0907,Mendoza,Hardware
PROV-0908,30-31958727-6,Empresa PROV-0908,Córdoba,Mantenimiento
PROV-0909,30-73950303-1,Empresa PROV-0909,Buenos Aires,Consultoría
PROV-0910,30-88329944-2,Empresa PROV-0910,CABA,Consultoría
PROV-0911,30-51508942-2,Empresa PROV-0911,Neuquén,Hardware
PROV-0912,30-74832146-3,Empresa PROV-0912,Córdoba,Hardware
PROV-0913,30-85731456-8,Empresa PROV-0913,Neuquén,Librería
PROV-0914,30-81599322-0,Empresa PROV-0914,Neuquén,Catering
PROV-0915,30-25135299-8,Empresa PROV-0915,Santa Fe,Librería
PROV-0916,30-17140540-3,Empresa PROV-0916,Buenos Aires,Mantenimiento
PROV-0917,30-23760159-5,Empresa PROV-0917,Mendoza,Hardware
PROV-0918,30-28964554-3,Empresa PROV-0918,Neuquén,Catering
PROV-0919,30-56377569-9,Empresa PROV-0919,Neuquén,Librería
PROV-0920,30-70758680-0,Empresa PROV-0920,CABA,Limpieza
PROV-0921,30-85493579-1,Empresa PROV-0921,Córdoba,Limpieza
PROV-0922,30-80266057-9,Empresa PROV-0922,Neuquén,Mantenimiento
PROV-0923,30-19193099-7,Empresa PROV-0923,Neuquén,Mantenimiento
PROV-0924,30-27399835-8,Empresa PROV-0924,Buenos Aires,Catering
PROV-0925,30-55157955-5,Empresa PROV-0925,CABA,Catering
PROV-0926,30-97540220-2,Empresa PROV-0926,Córdoba,Hardware
PROV-0927,30-46632558-7,Empresa PROV-0927,Córdoba,Catering
PROV-0928,30-42304173-5,Empresa PROV-0928,Neuquén,Consultoría
PROV-0929,30-97713002-5,Empresa PROV-0929,Buenos Aires,Librería
PROV-0930,30-69563255-4,Empresa PROV-0930,Santa Fe,Limpieza
PROV-0931,30-84631114-2,Empresa PROV-0931,Mendoza,Catering
PROV-0932,30-67098814-5,Empresa PROV-0932,Córdoba,Catering
PROV-0933,30-65258319-9,Empresa PROV-0933,CABA,Catering
PROV-0934,30-54293080-7,Empresa PROV-0934,Neuquén,Catering
PROV-0935,30-33961358-2,Empresa PROV-0935,Neuquén,Hardware
PROV-0936,30-13708496-6,Empresa PROV-0936,Santa Fe,Mantenimiento
PROV-0937,30-83329604-5,Empresa PROV-0937,Santa Fe,Limpieza
PROV-0938,30-27636000-4,Empresa PROV-0938,Mendoza,Limpieza
PROV-0939,30-87820190-6,Empresa PROV-0939,Buenos Aires,Librería
PROV-0940,30-92807141-7,Empresa PROV-0940,Mendoza,Mantenimiento
PROV-0941,30-88721920-7,Empresa PROV-0941,Santa Fe,Librería
PROV-0942,30-51857589-2,Empresa PROV-0942,Mendoza,Librería
PROV-0943,30-81242631-5,Empresa PROV-0943,Mendoza,Catering
PROV-0944,30-80974474-9,Empresa PROV-0944,Buenos Aires,Librería
PROV-0945,30-66229274-5,Empresa PROV-0945,CABA,Hardware
PROV-0946,30-55912300-6,Empresa PROV-0946,Santa Fe,Hardware
PROV-0947,30-53818664-1,Empresa PROV-0947,Buenos Aires,Mantenimiento
PROV-0948,30-50458115-7,Empresa PROV-0948,Buenos Aires,Limpieza
PROV-0949,30-49004148-9,Empresa PROV-0949,Neuquén,Catering
PROV-0950,30-22983767-0,Empresa PROV-0950,Buenos Aires,Mantenimiento
PROV-0951,30-89034947-9,Empresa PROV-0951,CABA,Catering
PROV-0952,30-24240439-0,Empresa PROV-0952,CABA,Librería
PROV-0953,30-36117635-9,Empresa PROV-0953,CABA,Limpieza
PROV-0954,30-17608013-7,Empresa PROV-0954,Neuquén,Librería
PROV-0955,30-51971474-4,Empresa PROV-0955,Neuquén,Consultoría
PROV-0956,30-96970814-6,Empresa PROV-0956,Buenos Aires,Limpieza
PROV-0957,30-71340238-9,Empresa PROV-0957,Neuquén,Catering
PROV-0958,30-25894229-4,Empresa PROV-0958,Santa Fe,Mantenimiento
PROV-0959,30-12053872-4,Empresa PROV-0959,Córdoba,Mantenimiento
PROV-0960,30-39247642-8,Empresa PROV-0960,Santa Fe,Catering
PROV-0961,30-89165389-0,Empresa PROV-0961,Mendoza,Consultoría
PROV-0962,30-47562924-2,Empresa PROV-0962,Mendoza,Consultoría
PROV-0963,30-89095333-5,Empresa PROV-0963,Mendoza,Librería
PROV-0964,30-68720977-0,Empresa PROV-0964,Mendoza,Consultoría
PROV-0965,30-17662155-5,Empresa PROV-0965,Neuquén,Catering
PROV-0966,30-97788800-6,Empresa PROV-0966,Córdoba,Consultoría
PROV-0967,30-48957798-9,Empresa PROV-0967,Santa Fe,Catering
PROV-0968,30-86535319-0,Empresa PROV-0968,Neuquén,Librería
PROV-0969,30-62870580-9,Empresa PROV-0969,Córdoba,Mantenimiento
PROV-0970,30-90165832-3,Empresa PROV-0970,CABA,Librería
PROV-0971,30-59820264-2,Empresa PROV-0971,CABA,Catering
PROV-0972,30-71743471-0,Empresa PROV-0972,Buenos Aires,Consultoría
PROV-0973,30-76142557-7,Empresa PROV-0973,Santa Fe,Hardware
PROV-0974,30-79504518-9,Empresa PROV-0974,Neuquén,Mantenimiento
PROV-0975,30-11262773-2,Empresa PROV-0975,CABA,Limpieza
PROV-0976,30-59496248-1,Empresa PROV-0976,Santa Fe,Hardware
PROV-0977,30-14083081-2,Empresa PROV-0977,Santa Fe,Catering
PROV-0978,30-64626443-4,Empresa PROV-0978,Mendoza,Consultoría
PROV-0979,30-96157822-5,Empresa PROV-0979,Santa Fe,Limpieza
PROV-0980,30-41049106-5,Empresa PROV-0980,CABA,Limpieza
PROV-0981,30-30561153-1,Empresa PROV-0981,Santa Fe,Catering
PROV-0982,30-76838840-3,Empresa PROV-0982,CABA,Limpieza
PROV-0983,30-69706692-1,Empresa PROV-0983,Santa Fe,Librería
PROV-0984,30-24925561-8,Empresa PROV-0984,Neuquén,Limpieza
PROV-0985,30-31636639-1,Empresa PROV-0985,Neuquén,Consultoría
PROV-0986,30-29351853-4,Empresa PROV-0986,Córdoba,Limpieza
PROV-0987,30-60866321-6,Empresa PROV-0987,Buenos Aires,Librería
PROV-0988,30-98938682-1,Empresa PROV-0988,Santa Fe,Limpieza
PROV-0989,30-77188738-3,Empresa PROV-0989,Santa Fe,Librería
PROV-0990,30-86543891-0,Empresa PROV-0990,CABA,Catering
PROV-0991,30-58883130-9,Empresa PROV-0991,Neuquén,Limpieza
PROV-0992,30-82195682-9,Empresa PROV-0992,Neuquén,Mantenimiento
PROV-0993,30-57533757-7,Empresa PROV-0993,CABA,Mantenimiento
PROV-0994,30-99685472-5,Empresa PROV-0994,Buenos Aires,Hardware
PROV-0995,30-11683353-2,Empresa PROV-0995,Mendoza,Limpieza
PROV-0996,30-54697014-6,Empresa PROV-0996,Buenos Aires,Limpieza
PROV-0997,30-49384271-6,Empresa PROV-0997,Buenos Aires,Librería
PROV-0998,30-37499518-8,Empresa PROV-0998,Buenos Aires,Librería
PROV-0999,30-33465145-0,Empresa PROV-0999,Santa Fe,Mantenimiento
PROV-1000,30-39690172-2,Empresa PROV-1000,Santa Fe,Mantenimiento
